Event	ID	Name			Wwise Object Path	Notes
	33491128	Play_Cascade			\Default Work Unit\Play_Cascade	
	92581801	Play_Wrong			\Default Work Unit\Play_Wrong	
	147443677	Play_Pluie_Ext			\Default Work Unit\Play_Pluie_Ext	
	258901810	Play_Bassin			\Default Work Unit\Play_Bassin	
	289173991	MakeRainLight			\Default Work Unit\MakeRainLight	
	922352807	Play_Prendre_Module			\Default Work Unit\Play_Prendre_Module	
	1002971580	MakeRainStrong			\Default Work Unit\MakeRainStrong	
	1015332243	Play_Lumiere_Eteint			\Default Work Unit\Play_Lumiere_Eteint	
	1614550972	Play_Poser_Module			\Default Work Unit\Play_Poser_Module	
	2054361038	Play_Table			\Default Work Unit\Play_Table	
	2211386577	Play_Tp_Module			\Default Work Unit\Play_Tp_Module	
	2800623694	Play_Ville			\Default Work Unit\Play_Ville	
	2932040671	Play_Music			\Default Work Unit\Play_Music	
	3548864740	Play_Lumiere_Allume			\Default Work Unit\Play_Lumiere_Allume	
	3806987005	Play_Ascenseur			\Default Work Unit\Play_Ascenseur	
	3892494798	Play_Plante			\Default Work Unit\Play_Plante	
	4120605449	Play_Lumiere_Gresille			\Default Work Unit\Play_Lumiere_Gresille	
	4269863952	Play_Pluie_Toit			\Default Work Unit\Play_Pluie_Toit	

Switch Group	ID	Name			Wwise Object Path	Notes
	346041850	Elevator_Switch			\Default Work Unit\Elevator_Switch	

Switch	ID	Name	Switch Group			Notes
	551396004	Step5_Top	Elevator_Switch			
	624341273	Step0_Bottom	Elevator_Switch			
	1718617337	Step4	Elevator_Switch			
	1718617340	Step1	Elevator_Switch			
	1718617342	Step3	Elevator_Switch			
	1718617343	Step2	Elevator_Switch			

State Group	ID	Name			Wwise Object Path	Notes
	1031434634	State_Pluie			\Default Work Unit\State_Pluie	
	1992488372	State_Music			\Default Work Unit\State_Music	

State	ID	Name	State Group			Notes
	0	None	State_Pluie			
	1935470627	Light	State_Pluie			
	3522403288	Strong	State_Pluie			
	0	None	State_Music			
	2607556080	Menu	State_Music			
	2678230382	Level1	State_Music			
	3037000007	Tuto	State_Music			

Custom State	ID	Name	State Group	Owner		Notes
	682535423	Light	State_Pluie	\Actor-Mixer Hierarchy\Default Work Unit\Ambiance\Ambient\Pluie\Pluie Toit		
	763558913	Light	State_Pluie	\Actor-Mixer Hierarchy\Default Work Unit\Ambiance\Ambient\Pluie\Pluie Ext		
	873953601	Strong	State_Pluie	\Actor-Mixer Hierarchy\Default Work Unit\Ambiance\Ambient\Pluie\Pluie Toit		

Game Parameter	ID	Name			Wwise Object Path	Notes
	405912741	RTPC_Table			\Default Work Unit\RTPC_Table	
	1282175739	Elevator_RTPC			\Default Work Unit\Elevator_RTPC	
	2173016469	RTPC_Distance_Cascade			\Default Work Unit\RTPC_Distance_Cascade	

Effect plug-ins	ID	Name	Type				Notes
	238185697	CLIC ASCENSEUR-006	C:\Users\corentin.lavergne\Documents\ProjetsM1\Architect\git\ArchitectWwiseLFS\.cache\Windows\SFX\CLIC ASCENSEUR-006_18D5FEB6.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ascenseur\Switch_Ascenseur\AscenseurTop\CLIC ASCENSEUR-006		1904
	241742901	CRAN ASCENSEUR-006	C:\Users\corentin.lavergne\Documents\ProjetsM1\Architect\git\ArchitectWwiseLFS\.cache\Windows\SFX\CRAN ASCENSEUR-006_E37C7245.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ascenseur\Switch_Ascenseur\AscenseurTop\CRAN ASCENSEUR-006		5899
	250424197	LUMIERE ALLUME01	C:\Users\corentin.lavergne\Documents\ProjetsM1\Architect\git\ArchitectWwiseLFS\.cache\Windows\SFX\LUMIERE ALLUME01_E37C7245.wem		\Actor-Mixer Hierarchy\Default Work Unit\Lumière\LUMIERE ALLUME01		47140
	252144129	VILLE HAUTEUR-003	C:\Users\corentin.lavergne\Documents\ProjetsM1\Architect\git\ArchitectWwiseLFS\.cache\Windows\SFX\VILLE HAUTEUR-003_E37C7245.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambiance\Ambient\Ville\VilleHauteur\RandomVille\VILLE HAUTEUR-003		423796
	287277598	CASCADE-003	C:\Users\corentin.lavergne\Documents\ProjetsM1\Architect\git\ArchitectWwiseLFS\.cache\Windows\SFX\CASCADE-003_FF4DAAE5.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambiance\EAU\Cascade\CASCADE-003		551491
	309309954	VILLE HAUTEUR-001	C:\Users\corentin.lavergne\Documents\ProjetsM1\Architect\git\ArchitectWwiseLFS\.cache\Windows\SFX\VILLE HAUTEUR-001_5DE5154A.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambiance\Ambient\Ville\VilleHauteur\RandomVille\VILLE HAUTEUR-001		362075
	322857602	TAP ASCENSEUR-001	C:\Users\corentin.lavergne\Documents\ProjetsM1\Architect\git\ArchitectWwiseLFS\.cache\Windows\SFX\TAP ASCENSEUR-001_E37C7245.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ascenseur\Switch_Ascenseur\AscenseurEtage0\TAP ASCENSEUR-001		7625
	353331368	BASSIN	C:\Users\corentin.lavergne\Documents\ProjetsM1\Architect\git\ArchitectWwiseLFS\.cache\Windows\SFX\BASSIN_C9D94636.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambiance\EAU\BASSIN		1148291
	358440743	PLANTE-008	C:\Users\corentin.lavergne\Documents\ProjetsM1\Architect\git\ArchitectWwiseLFS\.cache\Windows\SFX\PLANTE-008_DD89E95E.wem		\Actor-Mixer Hierarchy\Default Work Unit\Props\Plante\PLANTE-008		52244
	378695272	LUMIERE GRESILLE	C:\Users\corentin.lavergne\Documents\ProjetsM1\Architect\git\ArchitectWwiseLFS\.cache\Windows\SFX\LUMIERE GRESILLE_B0581396.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambiance\Lumière présence\LUMIERE GRESILLE		299357
	392504115	PLANTE-007	C:\Users\corentin.lavergne\Documents\ProjetsM1\Architect\git\ArchitectWwiseLFS\.cache\Windows\SFX\PLANTE-007_DBFE803D.wem		\Actor-Mixer Hierarchy\Default Work Unit\Props\Plante\PLANTE-007		36151
	478295504	PRENDRE MODULE	C:\Users\corentin.lavergne\Documents\ProjetsM1\Architect\git\ArchitectWwiseLFS\.cache\Windows\SFX\PRENDRE MODULE_E37C7245.wem		\Actor-Mixer Hierarchy\Default Work Unit\Props\Modules\PRENDRE MODULE		6587
	484737208	Pont2	C:\Users\corentin.lavergne\Documents\ProjetsM1\Architect\git\ArchitectWwiseLFS\.cache\Windows\SFX\Pont2_592D8723.wem		\Interactive Music Hierarchy\MusicWorkUnit\Navigation\Tuto\Pont2\Pont2		2737039
	497783994	TAP ASCENSEUR-002	C:\Users\corentin.lavergne\Documents\ProjetsM1\Architect\git\ArchitectWwiseLFS\.cache\Windows\SFX\TAP ASCENSEUR-002_E37C7245.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ascenseur\Switch_Ascenseur\AscenseurEtage01\TAP ASCENSEUR-002		7786
	505030638	PLANTE-006	C:\Users\corentin.lavergne\Documents\ProjetsM1\Architect\git\ArchitectWwiseLFS\.cache\Windows\SFX\PLANTE-006_16381BBD.wem		\Actor-Mixer Hierarchy\Default Work Unit\Props\Plante\PLANTE-006		55691
	536422686	CLIC ASCENSEUR-005	C:\Users\corentin.lavergne\Documents\ProjetsM1\Architect\git\ArchitectWwiseLFS\.cache\Windows\SFX\CLIC ASCENSEUR-005_7AD7E371.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ascenseur\Switch_Ascenseur\AscenseurEtage04\CLIC ASCENSEUR-005		1960
	575275645	NappeB1	C:\Users\corentin.lavergne\Documents\ProjetsM1\Architect\git\ArchitectWwiseLFS\.cache\Windows\SFX\NappeB1_592D8723.wem		\Interactive Music Hierarchy\MusicWorkUnit\Navigation\Menu\NappeB1\NappeB1		706852
	591462874	Pont1	C:\Users\corentin.lavergne\Documents\ProjetsM1\Architect\git\ArchitectWwiseLFS\.cache\Windows\SFX\Pont1_592D8723.wem		\Interactive Music Hierarchy\MusicWorkUnit\Navigation\Tuto\Pont1\Pont1		4480214
	599553525	CLOCHE ASCENSEUR	C:\Users\corentin.lavergne\Documents\ProjetsM1\Architect\git\ArchitectWwiseLFS\.cache\Windows\SFX\CLOCHE ASCENSEUR_10DA3D60.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ascenseur\Switch_Ascenseur\AscenseurTop\CLOCHE ASCENSEUR		84911
	604604208	VILLE HAUTEUR-002	C:\Users\corentin.lavergne\Documents\ProjetsM1\Architect\git\ArchitectWwiseLFS\.cache\Windows\SFX\VILLE HAUTEUR-002_E37C7245.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambiance\Ambient\Ville\VilleHauteur\RandomVille\VILLE HAUTEUR-002		424049
	627032078	NappeA1	C:\Users\corentin.lavergne\Documents\ProjetsM1\Architect\git\ArchitectWwiseLFS\.cache\Windows\SFX\NappeA1_592D8723.wem		\Interactive Music Hierarchy\MusicWorkUnit\Navigation\Menu\NappeA1\NappeA1		850779
	644075696	WRONG	C:\Users\corentin.lavergne\Documents\ProjetsM1\Architect\git\ArchitectWwiseLFS\.cache\Windows\SFX\WRONG_E37C7245.wem		\Actor-Mixer Hierarchy\Default Work Unit\WRONG		22140
	644112283	PLUIE TOIT	C:\Users\corentin.lavergne\Documents\ProjetsM1\Architect\git\ArchitectWwiseLFS\.cache\Windows\SFX\PLUIE TOIT_6C826669.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambiance\Ambient\Pluie\Pluie Toit\PLUIE TOIT		1170486
	680893573	NappeA4	C:\Users\corentin.lavergne\Documents\ProjetsM1\Architect\git\ArchitectWwiseLFS\.cache\Windows\SFX\NappeA4_592D8723.wem		\Interactive Music Hierarchy\MusicWorkUnit\Navigation\Menu\NappeA4\NappeA4		833609
	741198233	NappeA3	C:\Users\corentin.lavergne\Documents\ProjetsM1\Architect\git\ArchitectWwiseLFS\.cache\Windows\SFX\NappeA3_592D8723.wem		\Interactive Music Hierarchy\MusicWorkUnit\Navigation\Menu\NappeA3\NappeA3		841950
	759334917	PLANTE-004	C:\Users\corentin.lavergne\Documents\ProjetsM1\Architect\git\ArchitectWwiseLFS\.cache\Windows\SFX\PLANTE-004_62CB1E30.wem		\Actor-Mixer Hierarchy\Default Work Unit\Props\Plante\PLANTE-004		50097
	803706115	LUMIERE ALLUME03	C:\Users\corentin.lavergne\Documents\ProjetsM1\Architect\git\ArchitectWwiseLFS\.cache\Windows\SFX\LUMIERE ALLUME03_E37C7245.wem		\Actor-Mixer Hierarchy\Default Work Unit\Lumière\LUMIERE ALLUME03		47274
	812766375	TABLE_TOURNE	C:\Users\corentin.lavergne\Documents\ProjetsM1\Architect\git\ArchitectWwiseLFS\.cache\Windows\SFX\TABLE_TOURNE_71F4E133.wem		\Actor-Mixer Hierarchy\Default Work Unit\Props\Table\TABLE_TOURNE		154843
	818451757	TAP ASCENSEUR-006	C:\Users\corentin.lavergne\Documents\ProjetsM1\Architect\git\ArchitectWwiseLFS\.cache\Windows\SFX\TAP ASCENSEUR-006_E37C7245.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ascenseur\Switch_Ascenseur\AscenseurTop\TAP ASCENSEUR-006		7318
	835025486	CRAN ASCENSEUR-003	C:\Users\corentin.lavergne\Documents\ProjetsM1\Architect\git\ArchitectWwiseLFS\.cache\Windows\SFX\CRAN ASCENSEUR-003_E37C7245.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ascenseur\Switch_Ascenseur\AscenseurEtage02\CRAN ASCENSEUR-003		6265
	855398897	VILLE HAUTEUR-004	C:\Users\corentin.lavergne\Documents\ProjetsM1\Architect\git\ArchitectWwiseLFS\.cache\Windows\SFX\VILLE HAUTEUR-004_E37C7245.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambiance\Ambient\Ville\VilleHauteur\RandomVille\VILLE HAUTEUR-004		423630
	869406376	PLANTE-001	C:\Users\corentin.lavergne\Documents\ProjetsM1\Architect\git\ArchitectWwiseLFS\.cache\Windows\SFX\PLANTE-001_2FF34414.wem		\Actor-Mixer Hierarchy\Default Work Unit\Props\Plante\PLANTE-001		55123
	878087835	MusiqueInGame	C:\Users\corentin.lavergne\Documents\ProjetsM1\Architect\git\ArchitectWwiseLFS\.cache\Windows\SFX\MusiqueInGame_592D8723.wem		\Interactive Music Hierarchy\MusicWorkUnit\Navigation\Level1\MusiqueInGame\MusiqueInGame		14852450
	888454520	CASCADE-002	C:\Users\corentin.lavergne\Documents\ProjetsM1\Architect\git\ArchitectWwiseLFS\.cache\Windows\SFX\CASCADE-002_592D8723.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambiance\EAU\Cascade\CASCADE-002		550750
	897419761	NappeB2	C:\Users\corentin.lavergne\Documents\ProjetsM1\Architect\git\ArchitectWwiseLFS\.cache\Windows\SFX\NappeB2_592D8723.wem		\Interactive Music Hierarchy\MusicWorkUnit\Navigation\Menu\NappeB2\NappeB2		709465
	905758481	NappeB3	C:\Users\corentin.lavergne\Documents\ProjetsM1\Architect\git\ArchitectWwiseLFS\.cache\Windows\SFX\NappeB3_592D8723.wem		\Interactive Music Hierarchy\MusicWorkUnit\Navigation\Menu\NappeB3\NappeB3		720521
	912711014	CLIC ASCENSEUR-003	C:\Users\corentin.lavergne\Documents\ProjetsM1\Architect\git\ArchitectWwiseLFS\.cache\Windows\SFX\CLIC ASCENSEUR-003_4DD0C9CA.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ascenseur\Switch_Ascenseur\AscenseurEtage02\CLIC ASCENSEUR-003		1988
	927569739	CRAN ASCENSEUR-004	C:\Users\corentin.lavergne\Documents\ProjetsM1\Architect\git\ArchitectWwiseLFS\.cache\Windows\SFX\CRAN ASCENSEUR-004_E37C7245.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ascenseur\Switch_Ascenseur\AscenseurEtage03\CRAN ASCENSEUR-004		6024
	938468556	TAP ASCENSEUR-003	C:\Users\corentin.lavergne\Documents\ProjetsM1\Architect\git\ArchitectWwiseLFS\.cache\Windows\SFX\TAP ASCENSEUR-003_E37C7245.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ascenseur\Switch_Ascenseur\AscenseurEtage02\TAP ASCENSEUR-003		7652
	948424303	CLIC ASCENSEUR-002	C:\Users\corentin.lavergne\Documents\ProjetsM1\Architect\git\ArchitectWwiseLFS\.cache\Windows\SFX\CLIC ASCENSEUR-002_280B267C.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ascenseur\Switch_Ascenseur\AscenseurEtage01\CLIC ASCENSEUR-002		2007
	953000917	VILLE HAUTEUR GRAVE	C:\Users\corentin.lavergne\Documents\ProjetsM1\Architect\git\ArchitectWwiseLFS\.cache\Windows\SFX\VILLE HAUTEUR GRAVE_E37C7245.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambiance\Ambient\Ville\VILLE HAUTEUR GRAVE		1097781
	956053814	PLANTE-005	C:\Users\corentin.lavergne\Documents\ProjetsM1\Architect\git\ArchitectWwiseLFS\.cache\Windows\SFX\PLANTE-005_6F828DAA.wem		\Actor-Mixer Hierarchy\Default Work Unit\Props\Plante\PLANTE-005		56161
	961589483	TAP ASCENSEUR-004	C:\Users\corentin.lavergne\Documents\ProjetsM1\Architect\git\ArchitectWwiseLFS\.cache\Windows\SFX\TAP ASCENSEUR-004_E37C7245.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ascenseur\Switch_Ascenseur\AscenseurEtage03\TAP ASCENSEUR-004		8832
	974358417	CRAN ASCENSEUR-002	C:\Users\corentin.lavergne\Documents\ProjetsM1\Architect\git\ArchitectWwiseLFS\.cache\Windows\SFX\CRAN ASCENSEUR-002_E37C7245.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ascenseur\Switch_Ascenseur\AscenseurEtage01\CRAN ASCENSEUR-002		6635
	975568114	CLIC ASCENSEUR-004	C:\Users\corentin.lavergne\Documents\ProjetsM1\Architect\git\ArchitectWwiseLFS\.cache\Windows\SFX\CLIC ASCENSEUR-004_BD06D038.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ascenseur\Switch_Ascenseur\AscenseurEtage03\CLIC ASCENSEUR-004		1990
	995128658	PLANTE-003	C:\Users\corentin.lavergne\Documents\ProjetsM1\Architect\git\ArchitectWwiseLFS\.cache\Windows\SFX\PLANTE-003_64858E82.wem		\Actor-Mixer Hierarchy\Default Work Unit\Props\Plante\PLANTE-003		49608
	998703025	CLIC ASCENSEUR-001	C:\Users\corentin.lavergne\Documents\ProjetsM1\Architect\git\ArchitectWwiseLFS\.cache\Windows\SFX\CLIC ASCENSEUR-001_CCD1B6B6.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ascenseur\Switch_Ascenseur\AscenseurEtage0\CLIC ASCENSEUR-001		1993
	1022744147	PLUIE EXTERIEUR	C:\Users\corentin.lavergne\Documents\ProjetsM1\Architect\git\ArchitectWwiseLFS\.cache\Windows\SFX\PLUIE EXTERIEUR_C168DF9D.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambiance\Ambient\Pluie\Pluie Ext\PLUIE EXTERIEUR		1051443
	1035093068	CRAN ASCENSEUR-001	C:\Users\corentin.lavergne\Documents\ProjetsM1\Architect\git\ArchitectWwiseLFS\.cache\Windows\SFX\CRAN ASCENSEUR-001_E37C7245.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ascenseur\Switch_Ascenseur\AscenseurEtage0\CRAN ASCENSEUR-001		6947
	1059478536	CASCADE-001	C:\Users\corentin.lavergne\Documents\ProjetsM1\Architect\git\ArchitectWwiseLFS\.cache\Windows\SFX\CASCADE-001_CFE959B7.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambiance\EAU\Cascade\CASCADE-001		452662

